0.000157356	0.000181496	-1.69873e-05	-0.00481071	-0.000824096	-0.000806228	
-8.62777e-05	-1.27405e-05	-1.54227e-05	-0.00257417	0.000222244	-0.000112666	
-0.000119358	5.54323e-05	2.01166e-05	-0.00129796	0.000977397	-0.000952043	
6.83963e-05	2.86102e-05	1.81049e-05	-0.000588322	0.000587952	-0.000535864	
-5.00679e-05	2.71797e-05	1.31875e-05	-0.00100922	0.000239944	-0.000513359	
5.40912e-05	-2.92361e-05	-5.36442e-05	0.00077242	0.000143533	-8.57359e-05	
-3.12924e-05	3.46899e-05	2.39164e-05	-0.00017275	0.000567341	0.000184691	
0.000186861	-2.45869e-05	-8.49366e-06	-0.000443106	-0.000557104	0.000516688	
-6.52671e-05	7.15256e-07	8.13603e-05	-0.000651861	-0.000459626	0.000461831	
-0.000127405	-1.46627e-05	-4.47035e-06	-0.000594568	7.17284e-06	-0.000148843	
1.78814e-06	2.05636e-05	-7.24196e-05	-0.000207449	0.000142247	1.35312e-05	
0.000100583	-1.31428e-05	-5.90086e-05	0.000448154	-0.000432719	-0.000404011	
-0.00013411	7.59959e-06	-0.000122041	0.000729263	2.78503e-05	-0.000529371	
0.00015378	1.28746e-05	0.000231117	0.000281265	0.000196544	-0.000320383	
-0.000103712	-7.24196e-06	4.85033e-05	0.000973313	-2.57496e-05	0.000181604	
-2.68221e-05	5.0962e-06	-0.000124723	-0.000813159	0.000198789	-0.000333078	
0.000171661	6.4373e-06	9.32068e-05	-2.29853e-05	0.000272621	8.02026e-05	
-0.000126958	-4.11272e-06	-0.000124499	0.00032931	1.57478e-05	0.000546776	
0.000135899	1.50204e-05	0.000184178	0.000309564	-0.000209163	0.000347272	
-4.82798e-05	7.42078e-06	-0.000219494	0.000380992	6.90819e-05	0.000709423	
-4.51505e-05	2.64645e-05	0.000164285	0.000367972	-0.000421116	0.000230991	
-3.35276e-05	0	-4.73857e-05	5.34019e-05	-0.00025738	0.000216365	
0.000214577	1.15335e-05	-1.00583e-05	-0.000567527	0.000163532	-3.16417e-06	
-0.00015825	-6.21378e-05	-1.81049e-05	-3.63663e-05	0.000101582	-0.000124227	
-0.000162274	-4.38094e-06	-0.000107512	-0.00102571	0.000361289	-0.000274091	
0.000257939	-1.83284e-05	9.83477e-06	0.000206699	0.000339815	0.000700862	
-0.000176132	-3.48687e-06	6.03497e-06	0.000271747	-0.000221942	-8.12843e-05	
-8.9407e-07	-5.27501e-06	6.45965e-05	-7.26423e-06	-1.60255e-05	-3.30999e-05	
0.000193566	4.72963e-05	-4.55976e-05	-0.00024651	-0.000285862	0.00051952	
-0.00018999	1.33216e-05	0.000219718	0.000923917	-0.000475251	0.000205885	
0.000127852	-3.52263e-05	-6.72787e-05	-6.15968e-05	-1.13868e-05	-0.000385316	
-0.000132322	-3.34382e-05	-0.000173226	-2.25847e-05	0.000344217	0.000566903	
-7.59959e-06	3.8445e-06	0.000105277	-0.000413248	-0.000171694	-0.000550432	
-7.7337e-05	-8.9407e-06	-1.56462e-06	-6.75103e-05	0.000657489	-0.000704706	
5.49853e-05	-1.50204e-05	-0.000112876	-0.000865017	-0.000225789	-0.000595332	
0.000216365	-1.80602e-05	0.000284091	-0.000161426	-0.000368798	-0.000118666	
-0.000199825	1.67191e-05	-7.91252e-05	-3.2797e-05	-0.000506281	-0.000472062	
5.81145e-06	-1.22488e-05	1.40816e-05	0.000642447	5.66463e-05	0.000436783	
0.000140816	-3.12924e-06	-0.000128746	5.94062e-07	-0.000217319	-0.000331116	
-4.73857e-05	-6.4373e-06	9.6336e-05	0.000582282	-0.000272659	5.32511e-05	
-0.000155568	3.02196e-05	-0.000191107	0.000207538	0.000211209	0.000124714	
0.000104606	7.95722e-06	0.000145286	-0.000122707	0.000519474	-0.00044319	
7.59959e-06	-1.23382e-05	2.16812e-05	3.1431e-05	6.81634e-05	0.000322736	
-2.45869e-05	-1.26958e-05	-4.82798e-05	0.000103759	-0.000254191	0.000881186	
0.000102371	-3.30806e-06	-5.67734e-05	0.000119344	0.000263269	0.000626379	
-0.000166297	-1.00136e-05	9.18657e-05	0.000230205	3.66684e-05	-5.63955e-05	
0.000256151	6.16908e-06	-0.000118017	0.000153681	-0.00030096	0.000514962	
-2.5928e-05	3.19183e-05	0.00020653	-3.68329e-05	-0.000395839	-0.00010896	
-0.000141263	-1.13547e-05	-3.46452e-05	9.77115e-05	0.000360626	-0.000456952	
0.000103265	2.262e-05	-3.10689e-05	-3.97947e-05	-4.59444e-05	-0.000282515	
-0.000131428	1.10865e-05	-2.23517e-06	-0.000577878	8.94764e-05	-0.000430584	
0.000160933	2.01166e-05	0.000111759	-0.000196674	0.00028409	-0.000108606	
-0.000135005	-8.13603e-06	-0.000123829	-0.000258433	0.000611023	-0.000682914	
0.000155121	5.39124e-05	-4.87268e-05	0.000300294	-0.000125091	0.000552995	
-0.000164956	2.05636e-06	0.000107512	0.000262924	0.000242887	0.000514123	
-7.689e-05	-7.33137e-06	-9.20892e-05	0.000299746	-0.000269647	0.000563579	
