0.00804663	0.00992417	0.0015825	
0.000368804	-0.000865012	0.000814721	
-8.49366e-05	0.00341088	0.00089854	
0.00134446	0.000730902	0.000658818	
-0.00155568	-0.00120029	0.000226311	
0.00105277	0.000797957	-0.000286661	
0.000660494	-0.000593439	2.84985e-05	
0.000888482	-0.000395626	-0.000199489	
-0.000113994	0.000398979	0.000511296	
-0.00136122	0.000338629	0.000368804	
0.000248104	-0.000278279	-0.00072252	
-0.000647083	0.000365451	-0.000378862	
-0.000516325	-0.000566617	-0.00152551	
0.00210889	0.00117347	0.00176691	
-0.000791252	-0.00173673	0.000906922	
-0.000955537	0.00144839	-0.000492856	
0.00229329	-0.000362098	0.00161435	
-0.00210553	-0.00116006	-0.00266712	
0.00179708	0.00264533	0.00101756	
-0.000160933	-0.0024844	-0.000710785	
-0.00162609	0.00211224	0.000533089	
0.000700727	-0.00095889	0.000578351	
0.000590086	-0.00144504	-0.00145677	
-0.000824779	0.000167638	0.00151042	
-0.000878423	-0.00103265	-0.00203848	
0.002186	0.00258163	0.000429153	
-0.00293031	-0.000834838	0.000120699	
0.00118017	0.00125058	0.000620261	
0.0026688	-2.68221e-05	0.000464357	
-0.00335947	-0.00178367	0.00157412	
0.00227988	0.000204518	-0.000549853	
-0.000985712	-0.000700727	-0.00178367	
-0.00150874	0.000677258	0.00113156	
0.000844896	0.000767782	-0.00165962	
-0.0005465	-0.000191107	-0.000341982	
0.00261515	2.34693e-05	0.00342987	
-0.00144169	-0.000794604	-0.00138301	
0.000623614	7.0408e-05	0.000117347	
0.00064373	0.00133775	-0.000119023	
-0.00197813	-0.000201166	-0.00140816	
0.000331923	9.38773e-05	-0.000839867	
0.00074096	-0.000543147	0.000984035	
-0.000999123	-0.00103265	0.0011282	
0.000170991	0.00144839	-0.00108462	
0.00193454	-0.00122376	0.0010075	
-0.00203177	0.000677258	-0.000400655	
0.00186414	0.000824779	-0.00104774	
-1.00583e-05	-5.36442e-05	0.00191107	
-0.00182725	-0.000526384	0.000165962	
0.00202172	0.000301749	-0.000922009	
-0.00290684	-0.000362098	0.000868365	
0.00140145	0.000197813	-0.000710785	
4.69387e-05	0.00050962	-0.000668876	
0.00038892	0.000526384	-0.000132434	
-0.000251457	-0.00121035	0.000823103	
-0.00178367	-0.00105277	-0.00152886	
0.0015188	0.000442564	0.00174847	
-0.000502914	-0.00125058	-0.000372157	
0.000888482	0.00197813	-0.000678934	
0.000727549	-0.000854954	0.000204518	
-0.000616908	0.000804663	-0.000283308	
-0.000526384	-0.00015758	0.000479445	
0.00029169	-0.000311807	-7.0408e-05	
-0.000328571	-0.000791252	-0.000330247	
8.3819e-05	0.00103265	-0.000199489	
0.00108965	0.000814721	0.000321865	
-0.00109635	-0.000452623	0.000405684	
0.000824779	0.000569969	0.00058338	
-0.00197142	-0.00166297	-0.00180714	
9.05246e-05	-0.000137463	0.00109132	
0.000797957	0.00153556	8.3819e-05	
0.000348687	0.000989065	0.000590086	
0.00103936	-0.0005465	0.000853278	
-0.000710785	0.000318512	-0.00101589	
-0.000868365	-0.00253804	-0.00129249	
-0.000549853	0.000999123	0.000799634	
0.00175685	0.000181049	0.00126231	
-0.00114664	-0.000895187	-0.0019731	
0.00246093	0.00128411	0.00188425	
-0.00117682	-0.000308454	-0.00248775	
-0.00179373	-0.000348687	-0.000608526	
0.00143833	8.04663e-05	0.00322871	
-0.00116676	0.000489503	-0.00233017	
0.000258163	-0.00178367	0.00183396	
0.0012137	0.00157915	0.000301749	
-0.00115335	-0.000787899	-0.00204016	
0.000580028	0.00095889	0.00235196	
0.00166297	0.000938773	-0.00155065	
-0.00155233	-0.00179037	0.00086166	
-0.00173002	0.000462681	-0.000494532	
0.000968948	-0.000201166	8.21427e-05	
-0.000891834	0.00122041	0.00043083	
0.00125729	-9.05246e-05	-0.00177864	
0.00158921	-0.000308454	0.0016395	
-0.00147521	-0.00122041	-0.00145175	
4.69387e-05	-0.000975654	-0.000357069	
-0.000891834	0.00175685	0.00218768	
0.00179708	0.000496209	-0.00126902	
-0.00165626	-0.00148527	0.000613555	
0.000985712	0.000630319	0.000487827	
7.37607e-05	-0.000580028	-0.000328571	
-0.000476092	0.00060685	-0.000675581	
0.000751019	0.000395626	0.000720844	
-0.00156909	0.000338629	0.000341982	
0.00146516	1.3411e-05	-0.0012422	
-0.00133105	0.00025481	0.00111815	
0.000767782	0.000355393	-0.00112485	
-0.000321865	-0.00143163	-0.000147521	
0.000184402	0.000777841	0.000680611	
9.38773e-05	-0.00180714	-0.00078287	
0.000301749	0.000727549	0.000182725	
0.000113994	0.00170656	0.000626966	
6.70552e-06	-0.00109971	-0.000985712	
0.000871718	0.000462681	0.000563264	
-0.000751019	0.000382215	0.000341982	
0.000774488	-0.00168309	0.000341982	
-0.00117682	0.000231341	-3.85568e-05	
0.000174344	0.0015121	0.000737607	
-0.000626966	-0.000201166	-0.00183899	
-6.37025e-05	-0.000127405	0.000849925	
0.000744313	-0.000234693	0.000159256	
-0.00138469	-0.000419095	-0.00115335	
0.000425801	-0.00112653	0.00179708	
0.000170991	0.000496209	-0.00159591	
0.00124052	-6.70552e-06	0.000697374	
0.000127405	0.000435859	0.00178535	
-0.000516325	0.000211224	-0.00143666	
-0.000201166	0.00142828	-0.000196137	
-0.00175014	-0.000824779	0.000181049	
0.00196472	-0.000714138	-0.00225808	
0.000616908	0.0013344	0.00144169	
-4.69387e-05	-0.00262521	-0.000258163	
-0.000177696	0.00145175	-0.000744313	
-0.00173338	-0.000777841	0.00201501	
0.000258163	-0.000697374	-0.000848249	
0.000952184	0.00227317	0.00206865	
-0.00108965	-0.000841543	-0.00223462	
0.00131428	0.000647083	0.00259839	
0.0013981	-0.000217929	-0.000960566	
-0.002243	-0.000878423	-0.00200998	
0.0013914	0.000992417	0.00209715	
-0.000150874	-0.000227988	-0.002243	
-0.00156909	0.000345334	0.000516325	
0.000911951	0.000787899	5.69969e-05	
0.000516325	-0.00118688	0.000523031	
-0.00134781	-0.000197813	-0.00131931	
0.000124052	4.02331e-05	0.0014551	
0.000234693	-0.000808015	-0.000140816	
-0.000979006	0.000331923	-0.000145845	
0.000677258	0.00131093	-0.000303425	
0.000670552	9.05246e-05	0.00103768	
-0.000419095	-0.00141822	-0.000487827	
-0.000308454	0.000590086	-0.000699051	
0.00103936	-0.000653788	0.000972301	
-0.000948831	0.000466034	-0.00107624	
-0.000100583	0.000375509	0.00037048	
0.00147521	-0.000928715	0.00124555	
-0.00150874	0.000999123	-0.000253133	
0.00187755	-0.00206195	-0.00120196	
-0.000720844	0.00146516	0.000603497	
0.000234693	0.000248104	-0.000551529	
0.000355393	-0.000506267	-0.000615232	
-0.00222959	0.00064373	0.00240393	
0.00135787	-0.000499561	-0.000744313	
-0.000197813	-0.000476092	-0.000695698	
-0.000553206	0.00089854	0.000444241	
0.000854954	-0.000435859	-0.00212397	
-0.00131764	0.000717491	0.00217259	
-0.000113994	0.00169314	0.000405684	
0.00058338	-0.00289343	-0.000256486	
0.000580028	0.00204854	-0.000802986	
0.00108294	0.000124052	0.000284985	
-0.000952184	-0.00234023	-0.000596792	
0.000462681	0.00132099	-0.000328571	
-0.00163615	-0.0019446	0.00072252	
0.00150874	0.000952184	-0.00119861	
8.71718e-05	0.000288337	-0.000274926	
-0.000637025	0.000824779	0.000590086	
0.00058338	0.000844896	0.00176691	
